Id,InstrumentFlag.Instrument.Name,InstrumentFlag.Code,Result
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%
%% Application: CENTRALINK
%% Version: 16.0.3
%% Table: ResultFlag
%% Exported on: 08/09/19 at 19:53:56
%% Exported by: batch
%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
66635,DMS_CS5100_1,N,1797574
66636,DMS_CS5100_1,N,1797575
66637,DMS_CS5100_1,N,1797576
66638,DMS_CS5100_1,N,1797577
66639,DMS_CS5100_1,N,1797578
66640,DMS_CS5100_2,N,1797579
66641,DMS_CS5100_2,N,1797580
66642,DMS_CS5100_2,N,1797581
66643,DMS_CS5100_2,N,1797582
66644,DMS_CS5100_2,N,1797583
66645,DMS_CS5100_2,N,1797585
66646,DMS_CS5100_2,N,1797586
66647,DMS_CS5100_2,N,1797590
66648,DMS_CS5100_2,N,1797591
66649,DMS_CS5100_2,N,1797592
66650,DMS_CS5100_2,N,1797593
66651,DMS_CS5100_2,N,1797594
66652,DMS_CS5100_2,N,1797595
66653,DMS_CS5100_2,N,1797596
66654,DMS_CS5100_2,N,1797597
66655,DMS_CS5100_1,N,1797598
66656,DMS_CS5100_1,N,1797599
66657,DMS_CS5100_1,N,1797600
66658,DMS_CS5100_1,N,1797601
66659,DMS_CS5100_1,N,1797602
66660,DMS_CS5100_1,N,1797603
66661,DMS_CS5100_1,N,1797604
66662,DMS_CS5100_1,N,1797605
66663,DMS_CS5100_1,N,1797606
66664,DMS_CS5100_1,N,1797607
66665,DMS_CS5100_1,N,1797608
66666,DMS_CS5100_1,N,1797609
66667,DMS_CS5100_1,N,1797610
66668,DMS_CS5100_1,N,1797611
66669,DMS_CS5100_1,N,1797612
66670,DMS_CS5100_1,N,1797613
66671,DMS_Immulite2000_1,N,1797614
66672,DMS_Immulite2000_1,N,1797615
66673,DMS_CS5100_2,N,1797616
66674,DMS_CS5100_2,N,1797617
66675,DMS_CS5100_2,N,1797618
66676,DMS_CS5100_2,N,1797619
66677,DMS_CS5100_2,N,1797620
66678,DMS_CS5100_2,N,1797621
66679,DMS_CS5100_2,N,1797622
66680,DMS_CS5100_2,N,1797623
66681,DMS_CS5100_2,N,1797624
66682,DMS_CS5100_2,N,1797625
66683,DMS_CS5100_2,N,1797626
66684,DMS_CS5100_2,N,1797627
66685,DMS_CS5100_2,N,1797628
66686,DMS_CS5100_2,N,1797629
66687,DMS_CS5100_2,N,1797630
66688,DMS_CS5100_2,N,1797631
66689,DMS_Immulite2000_1,<,1797637
66690,DMS_Immulite2000_1,<,1797638
66691,DMS_ChemistryXPT_1,Repeat,1797662
66692,DMS_ChemistryXPT_1,Repeat,1797663
66693,DMS_ChemistryXPT_1,Repeat,1797666
66694,DMS_ChemistryXPT_1,Repeat,1797667
66695,DMS_ChemistryXPT_1,Repeat,1797669
66696,DMS_ChemistryXPT_1,Repeat,1797670
66697,DMS_ChemistryXPT_1,Repeat,1797672
66698,DMS_ChemistryXPT_1,Repeat,1797673
66699,DMS_ChemistryXPT_1,Repeat,1797675
66700,DMS_ChemistryXPT_1,Repeat,1797676
66701,DMS_ChemistryXPT_1,Repeat,1797677
66702,DMS_ChemistryXPT_2,Repeat,1797679
66703,DMS_ChemistryXPT_1,Repeat,1797680
66704,DMS_ChemistryXPT_1,Repeat,1797681
66705,DMS_ChemistryXPT_2,Repeat,1797682
66706,DMS_ChemistryXPT_1,Repeat,1797683
66707,DMS_ChemistryXPT_1,Repeat,1797684
66708,DMS_ChemistryXPT_1,Repeat,1797685
66709,DMS_ChemistryXPT_1,Repeat,1797687
66710,DMS_ChemistryXPT_1,Repeat,1797688
66711,DMS_ChemistryXPT_2,Repeat,1797689
66712,DMS_ChemistryXPT_2,Repeat,1797690
66713,DMS_ChemistryXPT_1,Repeat,1797691
66714,DMS_ChemistryXPT_1,Repeat,1797693
66715,DMS_ChemistryXPT_2,Repeat,1797694
66716,DMS_ChemistryXPT_1,Repeat,1797695
66717,DMS_ChemistryXPT_1,Repeat,1797696
66718,DMS_ChemistryXPT_2,Repeat,1797698
66719,DMS_ChemistryXPT_1,Repeat,1797699
66720,DMS_ChemistryXPT_1,Repeat,1797700
66721,DMS_ChemistryXPT_2,Repeat,1797733
66722,DMS_ChemistryXPT_2,Repeat,1797736
66723,DMS_ChemistryXPT_2,Repeat,1797737
66724,DMS_ChemistryXPT_1,Repeat,1797746
66725,DMS_ChemistryXPT_1,Repeat,1797747
66726,DMS_ChemistryXPT_2,Repeat,1797748
66727,DMS_ChemistryXPT_2,Repeat,1797750
66728,DMS_ChemistryXPT_2,Repeat,1797752
66729,DMS_ChemistryXPT_1,Repeat,1797753
66730,DMS_ChemistryXPT_2,Repeat,1797779
66731,DMS_ChemistryXPT_1,Repeat,1797780
66732,DMS_ChemistryXPT_2,Repeat,1797783
66733,DMS_ChemistryXPT_1,Repeat,1797784
66734,DMS_ChemistryXPT_1,Repeat,1797786
66735,DMS_ChemistryXPT_1,Repeat,1797839
66736,DMS_ChemistryXPT_1,Repeat,1797842
66737,DMS_ChemistryXPT_2,Repeat,1797843
66738,DMS_ChemistryXPT_2,Repeat,1797844
66739,DMS_ChemistryXPT_2,Repeat,1797846
66740,DMS_ChemistryXPT_2,Repeat,1797847
66741,DMS_ChemistryXPT_1,Repeat,1797848
66742,DMS_ChemistryXPT_1,Repeat,1797851
66743,DMS_ChemistryXPT_1,Repeat,1797852
66744,DMS_ChemistryXPT_1,Repeat,1797853
66745,DMS_ChemistryXPT_1,Repeat,1797854
66746,DMS_ChemistryXPT_1,Repeat,1797855
66747,DMS_ChemistryXPT_2,Repeat,1797897
66748,DMS_ChemistryXPT_1,Repeat,1797898
66749,DMS_ChemistryXPT_2,Repeat,1797901
66750,DMS_ChemistryXPT_1,Repeat,1797902
66751,DMS_ChemistryXPT_1,Repeat,1797904
66752,DMS_ChemistryXPT_2,Repeat,1797932
66753,DMS_ChemistryXPT_1,Repeat,1798003
66754,DMS_ChemistryXPT_1,Repeat,1798004
66755,DMS_ChemistryXPT_2,Repeat,1798005
66756,DMS_ChemistryXPT_1,Repeat,1798006
66757,DMS_ChemistryXPT_2,Repeat,1798007
66758,DMS_ChemistryXPT_2,Repeat,1798008
66759,DMS_ChemistryXPT_2,Repeat,1798009
66760,DMS_ChemistryXPT_1,Repeat,1798010
66761,DMS_ChemistryXPT_1,Repeat,1798011
66762,DMS_ChemistryXPT_2,Repeat,1798012
66763,DMS_ChemistryXPT_1,Repeat,1798013
66764,DMS_ChemistryXPT_1,Repeat,1798015
66765,DMS_ChemistryXPT_1,Repeat,1798016
66766,DMS_ChemistryXPT_1,Repeat,1798017
66767,DMS_ChemistryXPT_2,Repeat,1798019
66768,DMS_ChemistryXPT_1,Repeat,1798020
66769,DMS_ChemistryXPT_1,Repeat,1798021
66770,DMS_ChemistryXPT_1,Repeat,1798022
66771,DMS_ChemistryXPT_1,Repeat,1798023
66772,DMS_ChemistryXPT_2,Repeat,1798024
66773,DMS_ChemistryXPT_1,Repeat,1798026
66774,DMS_ChemistryXPT_1,Repeat,1798027
66775,DMS_ChemistryXPT_1,Repeat,1798028
66776,DMS_ChemistryXPT_1,Repeat,1798029
66777,DMS_ChemistryXPT_1,Repeat,1798030
66778,DMS_ChemistryXPT_1,Repeat,1798031
66779,DMS_ChemistryXPT_1,Repeat,1798032
66780,DMS_ChemistryXPT_2,Repeat,1798033
66781,DMS_ChemistryXPT_1,Repeat,1798035
66782,DMS_ChemistryXPT_1,Repeat,1798036
66783,DMS_ChemistryXPT_1,Repeat,1798037
66784,DMS_ChemistryXPT_1,Repeat,1798038
66785,DMS_ChemistryXPT_2,Repeat,1798039
66786,DMS_ChemistryXPT_2,Repeat,1798040
66787,DMS_ChemistryXPT_2,Repeat,1798041
66788,DMS_ChemistryXPT_2,Repeat,1798057
66789,DMS_ChemistryXPT_2,Repeat,1798059
66790,DMS_ChemistryXPT_2,Repeat,1798061
66791,DMS_ChemistryXPT_2,Repeat,1798066
66792,DMS_ChemistryXPT_2,Repeat,1798068
66793,DMS_ChemistryXPT_2,Repeat,1798072
66794,DMS_ChemistryXPT_2,Repeat,1798079
66795,DMS_ChemistryXPT_2,Repeat,1798091
66796,DMS_ChemistryXPT_1,Repeat,1798127
66797,DMS_ChemistryXPT_1,Repeat,1798133
66798,DMS_ChemistryXPT_1,Repeat,1798138
66799,DMS_ChemistryXPT_1,Repeat,1798139
66800,DMS_ChemistryXPT_1,Repeat,1798140
66801,DMS_ChemistryXPT_2,Repeat,1798142
66802,DMS_ChemistryXPT_2,Repeat,1798144
66803,DMS_ChemistryXPT_2,Repeat,1798148
66804,DMS_ChemistryXPT_2,Repeat,1798150
66805,DMS_ChemistryXPT_2,Repeat,1798152
66806,DMS_ChemistryXPT_2,Repeat,1798157
66807,DMS_ChemistryXPT_2,Repeat,1798162
66808,DMS_ChemistryXPT_2,Repeat,1798164
66809,DMS_CS5100_2,N,1798195
66810,DMS_CS5100_2,N,1798196
66811,DMS_CS5100_2,N,1798197
66812,DMS_CS5100_2,N,1798198
66813,DMS_CS5100_2,N,1798199
66814,DMS_CS5100_2,N,1798200
66815,DMS_CS5100_2,N,1798201
66816,DMS_ChemistryXPT_2,Repeat,1798203
66817,DMS_ChemistryXPT_2,Repeat,1798205
66818,DMS_ChemistryXPT_1,Repeat,1798207
66819,DMS_ChemistryXPT_2,Repeat,1798209
66820,DMS_ChemistryXPT_2,Repeat,1798211
66821,DMS_ChemistryXPT_1,Repeat,1798217
66822,DMS_ChemistryXPT_2,Repeat,1798219
66823,DMS_ChemistryXPT_1,Repeat,1798220
66824,DMS_ChemistryXPT_1,Repeat,1798223
66825,DMS_ChemistryXPT_2,Repeat,1798224
66826,DMS_ChemistryXPT_2,Repeat,1798227
66827,DMS_CS5100_1,N,1798228
66828,DMS_CS5100_1,N,1798229
66829,DMS_CS5100_1,N,1798230
66830,DMS_CS5100_1,N,1798231
66831,DMS_CS5100_1,N,1798232
66832,DMS_CS5100_1,N,1798233
66833,DMS_CS5100_1,N,1798234
66834,DMS_ChemistryXPT_1,Repeat,1798235
66835,DMS_ChemistryXPT_1,Repeat,1798236
66836,DMS_ChemistryXPT_1,Repeat,1798242
66837,DMS_ChemistryXPT_1,Repeat,1798243
66838,DMS_ChemistryXPT_1,Repeat,1798245
66839,DMS_ChemistryXPT_1,Repeat,1798248
66840,DMS_ChemistryXPT_1,Repeat,1798249
66841,DMS_ChemistryXPT_1,Repeat,1798253
66842,DMS_ChemistryXPT_1,Repeat,1798254
66843,DMS_ChemistryXPT_1,Repeat,1798258
66844,DMS_ChemistryXPT_1,Repeat,1798262
66845,DMS_ChemistryXPT_1,Repeat,1798264
66846,DMS_ChemistryXPT_1,Repeat,1798267
66847,DMS_ChemistryXPT_1,Repeat,1798268
66848,DMS_ChemistryXPT_1,Repeat,1798269
66849,DMS_CS5100_1,N,1798274
66850,DMS_CS5100_1,N,1798275
66851,DMS_CS5100_1,N,1798276
66852,DMS_CS5100_1,N,1798277
66853,DMS_CS5100_1,N,1798278
66854,DMS_CS5100_1,N,1798279
66855,DMS_CS5100_1,N,1798280
66856,DMS_CS5100_1,N,1798281
66857,DMS_ChemistryXPT_2,Repeat,1798284
66858,DMS_ChemistryXPT_2,Repeat,1798285
66859,DMS_ChemistryXPT_2,Repeat,1798286
66860,DMS_ChemistryXPT_1,Repeat,1798288
66861,DMS_ChemistryXPT_1,Repeat,1798289
66862,DMS_ChemistryXPT_1,Repeat,1798292
66863,DMS_ChemistryXPT_2,Repeat,1798293
66864,DMS_ChemistryXPT_1,Repeat,1798294
66865,DMS_ChemistryXPT_2,Repeat,1798295
66866,DMS_ChemistryXPT_2,Repeat,1798299
66867,DMS_ChemistryXPT_2,Repeat,1798305
66868,DMS_ChemistryXPT_2,Repeat,1798308
66869,DMS_ChemistryXPT_2,Repeat,1798311
66870,DMS_ChemistryXPT_2,Repeat,1798315
66871,DMS_ChemistryXPT_2,Repeat,1798316
66872,DMS_ChemistryXPT_2,Repeat,1798319
66873,DMS_ChemistryXPT_2,Repeat,1798320
66874,DMS_ChemistryXPT_1,Repeat,1798321
66875,DMS_ChemistryXPT_1,Repeat,1798323
66876,DMS_ChemistryXPT_1,Repeat,1798324
66877,DMS_ChemistryXPT_2,Repeat,1798326
66878,DMS_ChemistryXPT_2,Repeat,1798328
66879,DMS_ChemistryXPT_1,Repeat,1798329
66880,DMS_ChemistryXPT_2,Repeat,1798330
66881,DMS_ChemistryXPT_1,Repeat,1798331
66882,DMS_ChemistryXPT_1,Repeat,1798332
66883,DMS_ChemistryXPT_2,Repeat,1798333
66884,DMS_ChemistryXPT_1,Repeat,1798334
66885,DMS_ChemistryXPT_2,Repeat,1798335
66886,DMS_ChemistryXPT_1,Repeat,1798336
66887,DMS_ChemistryXPT_2,Repeat,1798337
66888,DMS_ChemistryXPT_1,Repeat,1798338
66889,DMS_ChemistryXPT_1,Repeat,1798339
66890,DMS_ChemistryXPT_1,Repeat,1798340
66891,DMS_ChemistryXPT_2,Repeat,1798341
66892,DMS_ChemistryXPT_1,Repeat,1798342
66893,DMS_ChemistryXPT_2,Repeat,1798343
66894,DMS_ChemistryXPT_2,Repeat,1798344
66895,DMS_ChemistryXPT_1,Repeat,1798345
66896,DMS_ChemistryXPT_1,Repeat,1798346
66897,DMS_ChemistryXPT_1,Repeat,1798347
66898,DMS_ChemistryXPT_2,Repeat,1798348
66899,DMS_ChemistryXPT_1,Repeat,1798350
66900,DMS_ChemistryXPT_2,Repeat,1798352
66901,DMS_ChemistryXPT_2,Repeat,1798356
66902,DMS_ChemistryXPT_2,Repeat,1798360
66903,DMS_ChemistryXPT_2,Repeat,1798373
66904,DMS_ChemistryXPT_1,Repeat,1798375
66905,DMS_ChemistryXPT_2,Repeat,1798376
66906,DMS_ChemistryXPT_1,Repeat,1798377
66907,DMS_ChemistryXPT_1,Repeat,1798378
66908,DMS_ChemistryXPT_1,Repeat,1798379
66909,DMS_ChemistryXPT_1,Repeat,1798380
66910,DMS_ChemistryXPT_1,Repeat,1798381
66911,DMS_ChemistryXPT_1,Repeat,1798382
66912,DMS_ChemistryXPT_1,Repeat,1798383
66913,DMS_ChemistryXPT_2,Repeat,1798385
66914,DMS_ChemistryXPT_1,Repeat,1798386
66915,DMS_ChemistryXPT_1,Repeat,1798387
66916,DMS_ChemistryXPT_2,Repeat,1798388
66917,DMS_ChemistryXPT_1,Repeat,1798389
66918,DMS_ChemistryXPT_1,Repeat,1798390
66919,DMS_ChemistryXPT_2,Repeat,1798391
66920,DMS_ChemistryXPT_1,Repeat,1798392
66921,DMS_ChemistryXPT_2,Repeat,1798394
66922,DMS_ChemistryXPT_2,Repeat,1798395
66923,DMS_ChemistryXPT_1,Repeat,1798396
66924,DMS_ChemistryXPT_1,Repeat,1798398
66925,DMS_ChemistryXPT_1,Repeat,1798399
66926,DMS_ChemistryXPT_2,Repeat,1798400
66927,DMS_ChemistryXPT_1,Repeat,1798401
66928,DMS_ChemistryXPT_2,Repeat,1798402
66929,DMS_ChemistryXPT_2,Repeat,1798403
66930,DMS_ChemistryXPT_2,Repeat,1798404
66931,DMS_ChemistryXPT_1,Repeat,1798405
66932,DMS_ChemistryXPT_1,Repeat,1798406
66933,DMS_ChemistryXPT_2,Repeat,1798407
66934,DMS_ChemistryXPT_1,Repeat,1798408
66935,DMS_ChemistryXPT_1,Repeat,1798410
66936,DMS_ChemistryXPT_1,Repeat,1798411
66937,DMS_ChemistryXPT_1,Repeat,1798412
66938,DMS_ChemistryXPT_2,Repeat,1798414
66939,DMS_ChemistryXPT_1,Repeat,1798415
66940,DMS_ChemistryXPT_1,Repeat,1798416
66941,DMS_ChemistryXPT_1,Repeat,1798417
66942,DMS_ChemistryXPT_1,Repeat,1798418
66943,DMS_ChemistryXPT_2,Repeat,1798419
66944,DMS_ChemistryXPT_1,Repeat,1798421
66945,DMS_ChemistryXPT_1,Repeat,1798422
66946,DMS_ChemistryXPT_1,Repeat,1798423
66947,DMS_ChemistryXPT_1,Repeat,1798424
66948,DMS_ChemistryXPT_1,Repeat,1798425
66949,DMS_ChemistryXPT_1,Repeat,1798426
66950,DMS_ChemistryXPT_1,Repeat,1798427
66951,DMS_ChemistryXPT_2,Repeat,1798428
66952,DMS_ChemistryXPT_1,Repeat,1798430
66953,DMS_ChemistryXPT_1,Repeat,1798431
66954,DMS_ChemistryXPT_1,Repeat,1798432
66955,DMS_ChemistryXPT_1,Repeat,1798433
66956,DMS_ChemistryXPT_2,Repeat,1798434
66957,DMS_ChemistryXPT_2,Repeat,1798435
66958,DMS_ChemistryXPT_2,Repeat,1798436
66959,DMS_ChemistryXPT_2,Repeat,1798437
66960,DMS_ChemistryXPT_1,Repeat,1798439
66961,DMS_ChemistryXPT_2,Repeat,1798440
66962,DMS_ChemistryXPT_1,Repeat,1798441
66963,DMS_ChemistryXPT_1,Repeat,1798442
66964,DMS_ChemistryXPT_1,Repeat,1798443
66965,DMS_ChemistryXPT_1,Repeat,1798444
66966,DMS_ChemistryXPT_1,Repeat,1798445
66967,DMS_ChemistryXPT_1,Repeat,1798446
66968,DMS_ChemistryXPT_1,Repeat,1798447
66969,DMS_ChemistryXPT_2,Repeat,1798449
66970,DMS_ChemistryXPT_1,Repeat,1798450
66971,DMS_ChemistryXPT_1,Repeat,1798451
66972,DMS_ChemistryXPT_2,Repeat,1798452
66973,DMS_ChemistryXPT_1,Repeat,1798453
66974,DMS_ChemistryXPT_1,Repeat,1798454
66975,DMS_ChemistryXPT_2,Repeat,1798455
66976,DMS_ChemistryXPT_1,Repeat,1798456
66977,DMS_ChemistryXPT_2,Repeat,1798458
66978,DMS_ChemistryXPT_2,Repeat,1798459
66979,DMS_ChemistryXPT_1,Repeat,1798460
66980,DMS_ChemistryXPT_1,Repeat,1798462
66981,DMS_ChemistryXPT_1,Repeat,1798463
66982,DMS_ChemistryXPT_2,Repeat,1798464
66983,DMS_ChemistryXPT_2,Repeat,1798466
66984,DMS_ChemistryXPT_2,Repeat,1798467
66985,DMS_ChemistryXPT_2,Repeat,1798468
66986,DMS_ChemistryXPT_1,Repeat,1798469
66987,DMS_ChemistryXPT_1,Repeat,1798470
66988,DMS_ChemistryXPT_2,Repeat,1798471
66989,DMS_ChemistryXPT_1,Repeat,1798472
66990,DMS_ChemistryXPT_1,Repeat,1798475
66991,DMS_ChemistryXPT_1,Repeat,1798476
66992,DMS_ChemistryXPT_2,Repeat,1798478
66993,DMS_ChemistryXPT_1,Repeat,1798480
66994,DMS_ChemistryXPT_1,Repeat,1798481
66995,DMS_ChemistryXPT_2,Repeat,1798483
66996,DMS_ChemistryXPT_2,r,1798483
66997,DMS_ChemistryXPT_1,Repeat,1798485
66998,DMS_ChemistryXPT_1,Repeat,1798489
66999,DMS_ChemistryXPT_1,Repeat,1798491
67000,DMS_ChemistryXPT_2,Repeat,1798492
67001,DMS_ChemistryXPT_1,Repeat,1798494
67002,DMS_ChemistryXPT_1,Repeat,1798495
67003,DMS_ChemistryXPT_1,Repeat,1798496
67004,DMS_ChemistryXPT_2,Repeat,1798498
67005,DMS_ChemistryXPT_2,Repeat,1798499
67006,DMS_ChemistryXPT_2,Repeat,1798500
67007,DMS_ChemistryXPT_1,Repeat,1798502
67008,DMS_ChemistryXPT_1,Repeat,1798504
67009,DMS_ChemistryXPT_1,Repeat,1798505
67010,DMS_ChemistryXPT_1,Repeat,1798506
67011,DMS_ChemistryXPT_1,>,1798507
67012,DMS_ChemistryXPT_1,Repeat,1798507
67013,DMS_ChemistryXPT_1,j,1798507
67014,DMS_ChemistryXPT_1,> Conc Range,1798507
67015,DMS_ChemistryXPT_1,Repeat,1798508
67016,DMS_ChemistryXPT_1,Repeat,1798511
67017,DMS_ChemistryXPT_1,Repeat,1798514
67018,DMS_ChemistryXPT_1,Repeat,1798515
67019,DMS_ChemistryXPT_2,Repeat,1798517
67020,DMS_ChemistryXPT_1,Autorepeat,1798520
67021,DMS_ChemistryXPT_2,Repeat,1798521
67022,DMS_ChemistryXPT_2,Repeat,1798522
67023,DMS_ChemistryXPT_2,Repeat,1798525
67024,DMS_ChemistryXPT_2,Repeat,1798526
67025,DMS_ChemistryXPT_2,Repeat,1798532
67026,DMS_ChemistryXPT_2,Repeat,1798538
67027,DMS_ChemistryXPT_2,Repeat,1798545
67028,DMS_ChemistryXPT_2,Repeat,1798546
67029,DMS_ChemistryXPT_2,Repeat,1798549
67030,DMS_ChemistryXPT_1,Repeat,1798555
67031,DMS_ChemistryXPT_2,Repeat,1798556
67032,DMS_ChemistryXPT_1,Repeat,1798559
67033,DMS_ChemistryXPT_2,Repeat,1798560
67034,DMS_ChemistryXPT_2,Repeat,1798561
67035,DMS_ChemistryXPT_1,Repeat,1798562
67036,DMS_ChemistryXPT_1,Repeat,1798563
67037,DMS_ChemistryXPT_1,Repeat,1798565
67038,DMS_ChemistryXPT_1,Repeat,1798566
67039,DMS_ChemistryXPT_2,Repeat,1798567
67040,DMS_ChemistryXPT_2,Repeat,1798570
67041,DMS_ChemistryXPT_1,Repeat,1798571
67042,DMS_ChemistryXPT_2,Repeat,1798581
67043,DMS_ChemistryXPT_2,Repeat,1798584
67044,DMS_ChemistryXPT_2,Repeat,1798587
67045,DMS_ChemistryXPT_1,Repeat,1798589
67046,DMS_ChemistryXPT_1,Repeat,1798590
67047,DMS_ChemistryXPT_2,Repeat,1798591
67048,DMS_ChemistryXPT_2,Repeat,1798592
67049,DMS_ChemistryXPT_2,Repeat,1798593
67050,DMS_ChemistryXPT_2,Repeat,1798594
67051,DMS_ChemistryXPT_1,Repeat,1798595
67052,DMS_ChemistryXPT_1,Repeat,1798596
67053,DMS_ChemistryXPT_2,Repeat,1798597
67054,DMS_ChemistryXPT_1,Repeat,1798598
67055,DMS_ChemistryXPT_1,Repeat,1798600
67056,DMS_ChemistryXPT_1,Repeat,1798601
67057,DMS_ChemistryXPT_2,Repeat,1798603
67058,DMS_ChemistryXPT_1,Repeat,1798604
67059,DMS_ChemistryXPT_1,Repeat,1798605
67060,DMS_ChemistryXPT_2,Repeat,1798606
67061,DMS_ChemistryXPT_1,Repeat,1798608
67062,DMS_ChemistryXPT_1,Repeat,1798609
67063,DMS_ChemistryXPT_1,Repeat,1798610
67064,DMS_ChemistryXPT_2,Repeat,1798611
67065,DMS_ChemistryXPT_1,Repeat,1798613
67066,DMS_ChemistryXPT_1,Repeat,1798614
67067,DMS_ChemistryXPT_1,Repeat,1798615
67068,DMS_ChemistryXPT_2,Repeat,1798616
67069,DMS_ChemistryXPT_2,Repeat,1798617
67070,DMS_ChemistryXPT_2,Repeat,1798618
67071,DMS_ChemistryXPT_2,Repeat,1798621
67072,DMS_ChemistryXPT_2,Repeat,1798622
67073,DMS_ChemistryXPT_2,Repeat,1798623
67074,DMS_ChemistryXPT_2,Repeat,1798624
67075,DMS_ChemistryXPT_2,Repeat,1798627
67076,DMS_ChemistryXPT_2,Repeat,1798632
67077,DMS_ChemistryXPT_2,Repeat,1798637
67078,DMS_ChemistryXPT_2,Repeat,1798642
67079,DMS_ChemistryXPT_2,Repeat,1798643
67080,DMS_ChemistryXPT_2,Repeat,1798646
67081,DMS_ChemistryXPT_2,Repeat,1798648
67082,DMS_ChemistryXPT_2,Repeat,1798653
67083,DMS_ChemistryXPT_1,Repeat,1798657
67084,DMS_ChemistryXPT_2,Repeat,1798658
67085,DMS_ChemistryXPT_1,Repeat,1798659
67086,DMS_ChemistryXPT_1,Repeat,1798660
67087,DMS_ChemistryXPT_1,Repeat,1798661
67088,DMS_ChemistryXPT_1,Repeat,1798662
67089,DMS_ChemistryXPT_1,Repeat,1798663
67090,DMS_ChemistryXPT_1,Repeat,1798664
67091,DMS_ChemistryXPT_1,Repeat,1798665
67092,DMS_ChemistryXPT_2,Repeat,1798669
67093,DMS_ChemistryXPT_1,Repeat,1798670
67094,DMS_ChemistryXPT_1,Repeat,1798671
67095,DMS_ChemistryXPT_2,Repeat,1798672
67096,DMS_ChemistryXPT_1,Repeat,1798673
67097,DMS_ChemistryXPT_1,Repeat,1798674
67098,DMS_ChemistryXPT_2,Repeat,1798675
67099,DMS_ChemistryXPT_1,Repeat,1798676
67100,DMS_ChemistryXPT_2,Repeat,1798680
67101,DMS_ChemistryXPT_2,Repeat,1798681
67102,DMS_ChemistryXPT_1,Repeat,1798682
67103,DMS_ChemistryXPT_2,Repeat,1798687
67104,DMS_ChemistryXPT_2,Repeat,1798688
67105,DMS_ChemistryXPT_2,r,1798688
67106,DMS_ChemistryXPT_2,Repeat,1798694
67107,DMS_ChemistryXPT_2,Repeat,1798696
67108,DMS_ChemistryXPT_2,Repeat,1798698
67109,DMS_ChemistryXPT_1,Repeat,1798699
67110,DMS_ChemistryXPT_1,Repeat,1798700
67111,DMS_ChemistryXPT_2,Repeat,1798701
67112,DMS_ChemistryXPT_2,Repeat,1798702
67113,DMS_ChemistryXPT_2,Repeat,1798703
67114,DMS_ChemistryXPT_2,Repeat,1798704
67115,DMS_ChemistryXPT_1,Repeat,1798705
67116,DMS_ChemistryXPT_1,Repeat,1798706
67117,DMS_ChemistryXPT_2,Repeat,1798707
67118,DMS_ChemistryXPT_1,Repeat,1798708
67119,DMS_ChemistryXPT_1,Repeat,1798710
67120,DMS_ChemistryXPT_1,Repeat,1798711
67121,DMS_ChemistryXPT_2,Repeat,1798713
67122,DMS_ChemistryXPT_1,Repeat,1798714
67123,DMS_ChemistryXPT_1,Repeat,1798715
67124,DMS_ChemistryXPT_2,Repeat,1798716
67125,DMS_ChemistryXPT_1,Repeat,1798718
67126,DMS_ChemistryXPT_1,Repeat,1798719
67127,DMS_ChemistryXPT_1,Repeat,1798720
67128,DMS_ChemistryXPT_2,Repeat,1798721
67129,DMS_ChemistryXPT_1,Repeat,1798723
67130,DMS_ChemistryXPT_1,Repeat,1798724
67131,DMS_ChemistryXPT_1,Repeat,1798725
67132,DMS_ChemistryXPT_2,Repeat,1798726
67133,DMS_ChemistryXPT_2,Repeat,1798727
67134,DMS_ChemistryXPT_2,Repeat,1798728
67135,DMS_ChemistryXPT_2,Repeat,1798729
67136,DMS_ChemistryXPT_2,Repeat,1798732
67137,DMS_ChemistryXPT_2,Repeat,1798734
67138,DMS_ChemistryXPT_1,Repeat,1798735
67139,DMS_ChemistryXPT_2,Repeat,1798736
67140,DMS_ChemistryXPT_1,Repeat,1798737
67141,DMS_ChemistryXPT_1,Repeat,1798738
67142,DMS_ChemistryXPT_1,Repeat,1798739
67143,DMS_ChemistryXPT_1,Repeat,1798740
67144,DMS_ChemistryXPT_1,Repeat,1798741
67145,DMS_ChemistryXPT_2,Repeat,1798743
67146,DMS_ChemistryXPT_1,Repeat,1798744
67147,DMS_ChemistryXPT_1,Repeat,1798745
67148,DMS_ChemistryXPT_2,Repeat,1798746
67149,DMS_ChemistryXPT_1,Repeat,1798747
67150,DMS_ChemistryXPT_1,Repeat,1798748
67151,DMS_ChemistryXPT_2,Repeat,1798749
67152,DMS_ChemistryXPT_1,Repeat,1798750
67153,DMS_ChemistryXPT_2,Repeat,1798751
67154,DMS_ChemistryXPT_1,Repeat,1798752
67155,DMS_ChemistryXPT_1,Repeat,1798753
67156,DMS_ChemistryXPT_1,Repeat,1798754
67157,DMS_ChemistryXPT_2,Repeat,1798755
67158,DMS_ChemistryXPT_1,Repeat,1798756
67159,DMS_ChemistryXPT_2,Repeat,1798757
67160,DMS_ChemistryXPT_1,Repeat,1798758
67161,DMS_ChemistryXPT_2,Repeat,1798759
67162,DMS_ChemistryXPT_1,Repeat,1798761
67163,DMS_ChemistryXPT_1,Repeat,1798763
67164,DMS_ChemistryXPT_2,Repeat,1798764
